"Burbank"
"Building Documents"
"Download generated on 08/17/2026"
"https://ccpa.burbankca.gov/PublicAccess/cq-search/index.html"

Street No,Street Direction,Street Name,Permit No,Permit Type,Date Issued
811,S,SAN FERNANDO BLVD,BS2400810,MECHANICAL,4/17/2024
811,S,SAN FERNANDO BLVD,BS2400811,ELECTRICAL,4/17/2024
811,S,SAN FERNANDO BLVD,BS2400809,COMMERCIAL TENANT IMPROVEMENT,4/17/2024
414,,FAIRMOUNT RD,BS2403438,ELECTRICAL SERVICE,4/17/2024
2835,N,NAOMI ST,BS2403439,ELECTRICAL,4/17/2024
3113,,MESA VERDE DR,BS2403437,ELECTRICAL SERVICE,4/17/2024
10950,,SHERMAN WAY,BS2308588,COMMERCIAL TENANT IMPROVEMENT,4/17/2024
1832,W,BURBANK BLVD,BS2403435,COMMERCIAL REPAIR AND MAINTENANCE,4/17/2024
2800,,CLYBOURN AVE,BS2402290,ELECTRICAL,4/17/2024
730,,AMHERST DR,BS2403433,PLUMBING,4/17/2024
730,,AMHERST DR,BS2213663,ACCESSORY DWELLING UNIT,4/17/2024
1617,W,CLARK AVE,BS2400462,SINGLE-FAMILY ADDITION / ALTERATION,4/17/2024
2121,,SCOTT RD,BS2403422,SINGLE-FAMILY ADDITION / ALTERATION,4/17/2024
3439,,WEDGEWOOD LANE,BS2403419,SINGLE-FAMILY REPAIR / MAINTENANCE,4/17/2024
1637,N,BUENA VISTA ST,BS2403412,ELECTRICAL,4/17/2024
706,,UNIVERSITY AVE,BS2403411,ELECTRICAL,4/17/2024
2013,N,KENNETH RD,BS2403413,ELECTRICAL,4/17/2024
831,N,FAIRVIEW ST,BS2403416,ELECTRICAL,4/17/2024
1509,N,NIAGARA ST,BS2403415,ELECTRICAL,4/17/2024
2124,N,VALLEY ST,BS2312565,SINGLE-FAMILY ADDITION / ALTERATION,4/17/2024
525,E,MAGNOLIA BLVD,BS2403396,MULTI-FAMILY REPAIR AND MAINTENANCE,4/16/2024
525,E,MAGNOLIA BLVD,BS2403395,MULTI-FAMILY REPAIR AND MAINTENANCE,4/16/2024
1010,E,TUJUNGA AVE,BS2403377,ELECTRICAL,4/16/2024
710,N,FREDERIC ST,BS2403367,SINGLE-FAMILY REPAIR / MAINTENANCE,4/16/2024
618,E,MAGNOLIA BLVD,BS2403286,SIGN,4/16/2024
1837,N,CATALINA ST,BS2403201,SOLAR,4/16/2024
1411,N,HOLLYWOOD WAY,BS2403387,ELECTRICAL,4/16/2024
1411,N,HOLLYWOOD WAY,BS2403385,COMMERCIAL REPAIR AND MAINTENANCE,4/16/2024
2601,W,ALAMEDA AVE,BS2303187,COMMERCIAL TENANT IMPROVEMENT,4/16/2024
530,N,BEACHWOOD DR,BS2403371,ELECTRICAL SERVICE,4/16/2024
623,N,PARISH PL,BS2403373,ELECTRICAL SERVICE,4/16/2024
1428,N,KEYSTONE ST,BS2403366,SINGLE-FAMILY ADDITION / ALTERATION,4/16/2024
1327,N,ONTARIO ST,BS2403365,SINGLE-FAMILY REPAIR / MAINTENANCE,4/16/2024
2917,N,ONTARIO ST,BS2403360,ELECTRICAL,4/16/2024
1220,N,CALIFORNIA ST,BS2403307,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
250,N,FIRST ST,BS2403300,PLUMBING,4/15/2024
633,,FAIRMOUNT RD,BS2403296,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
744,,DOAN DR,BS2403291,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
622,N,LAMER ST,BS2403293,MECHANICAL,4/15/2024
1731,N,ROSE ST,BS2209101,ACCESSORY DWELLING UNIT,4/15/2024
711,,WALNUT AVE,BS2403318,ELECTRICAL,4/15/2024
1036,,SHERLOCK DR,BS2402625,ELECTRICAL,4/15/2024
1036,,SHERLOCK DR,BS2403315,ELECTRICAL SERVICE,4/15/2024
253,S,MARIPOSA ST,BS2403302,ELECTRICAL SERVICE,4/15/2024
525,,CAMBRIDGE DR,BS2403295,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
426,,CORNELL DR,BS2403301,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2024
618,,AMHERST DR,BS2403299,ELECTRICAL SERVICE,4/15/2024
2036,,MANNING ST,BS2403324,ELECTRICAL SERVICE,4/15/2024
520,,ETON DR,BS2403289,ELECTRICAL SERVICE,4/15/2024
527,E,CYPRESS AVE,BS2403288,MECHANICAL,4/15/2024
351,E,VERDUGO AVE,BS2403256,MECHANICAL,4/12/2024
1791,N,VICTORY PL,BS2403239,SIGN,4/12/2024
1023,W,ORANGE GROVE AVE,BS2403235,SINGLE-FAMILY REPAIR / MAINTENANCE,4/12/2024
803,S,SUNSET CANYON DR,BS2403248,ELECTRICAL,4/12/2024
813,E,ELMWOOD AVE,BS2403243,SINGLE-FAMILY REPAIR / MAINTENANCE,4/12/2024
830,,WALNUT AVE,BS2403241,ELECTRICAL SERVICE,4/12/2024
530,,TOLUCA PARK DR,BS2312068,SINGLE-FAMILY ADDITION / ALTERATION,4/12/2024
707,,ANDOVER DR,BS2310804,SINGLE-FAMILY ADDITION / ALTERATION,4/12/2024
433,N,BUENA VISTA ST,BS2403266,SINGLE-FAMILY REPAIR / MAINTENANCE,4/12/2024
601,,UNIVERSITY AVE,BS2403259,MECHANICAL,4/12/2024
3308,,JACARANDA AVE,BS2403218,SINGLE-FAMILY REPAIR / MAINTENANCE,4/11/2024
2820,N,HOLLYWOOD WAY,BS2403215,ELECTRICAL,4/11/2024
1631,,THURBER PL,BS2402999,DEMOLITION,4/11/2024
108,E,PALM AVE,BS2400398,COMMERCIAL TENANT IMPROVEMENT,4/11/2024
108,E,PALM AVE,BS2400713,MECHANICAL,4/11/2024
108,E,PALM AVE,BS2400714,ELECTRICAL,4/11/2024
108,E,PALM AVE,BS2400715,PLUMBING,4/11/2024
801,N,LINCOLN ST,BS2403203,SINGLE-FAMILY REPAIR / MAINTENANCE,4/11/2024
633,N,REESE PL,BS2403200,ELECTRICAL,4/11/2024
733,N,BUENA VISTA ST,BS2403212,SINGLE-FAMILY ADDITION / ALTERATION,4/11/2024
1302,N,CORDOVA ST,BS2403209,SINGLE-FAMILY ADDITION / ALTERATION,4/11/2024
1202,N,CATALINA ST,BS2403211,SINGLE-FAMILY REPAIR / MAINTENANCE,4/11/2024
2323,N,PARISH PL,BS2403206,SINGLE-FAMILY REPAIR / MAINTENANCE,4/11/2024
718,N,FLORENCE ST,BS2403204,SINGLE-FAMILY REPAIR / MAINTENANCE,4/11/2024
1733,,BONITA AVE,BS2403202,ELECTRICAL,4/11/2024
2701,,JOAQUIN DR,BS2403177,ELECTRICAL SERVICE,4/10/2024
425,N,BUENA VISTA ST,BS2305312,SINGLE-FAMILY ADDITION / ALTERATION,4/10/2024
1814,,AYERS WAY,BS2403117,MECHANICAL,4/10/2024
1211,N,BRIGHTON ST,BS2403174,ELECTRICAL SERVICE,4/10/2024
927,W,OLIVE AVE,BS2403168,ELECTRICAL SERVICE,4/10/2024
2733,N,MYERS ST,BS2310573,ACCESSORY DWELLING UNIT,4/10/2024
1012,,BETHANY RD,BS2309926,POOL/SPA,4/10/2024
830,N,LIMA ST,BS2403150,SINGLE-FAMILY REPAIR / MAINTENANCE,4/10/2024
1421,N,SCREENLAND DR,BS2303524,ACCESSORY DWELLING UNIT,4/10/2024
201,S,GRIFFITH PARK DR,BS2403175,SINGLE-FAMILY REPAIR / MAINTENANCE,4/10/2024
439,S,REESE PL,BS2403169,DEMOLITION,4/10/2024
1809,N,PASS AVE,BS2401271,ELECTRICAL,4/10/2024
201,N,SAN FERNANDO BLVD,BS2403161,COMMERCIAL REPAIR AND MAINTENANCE,4/10/2024
1434,N,LIMA ST,BS2403153,ELECTRICAL,4/10/2024
434,,BIRMINGHAM RD,BS2403148,MEP COMBO,4/10/2024
803,S,SUNSET CANYON DR,BS2312387,SINGLE-FAMILY ADDITION / ALTERATION,4/9/2024
534,S,MARIPOSA ST,BS2403087,PLUMBING,4/9/2024
3801,W,BURBANK BLVD,BS2310222,COMMERCIAL REPAIR AND MAINTENANCE,4/9/2024
3301,W,VERDUGO AVE,BS2403085,SINGLE-FAMILY REPAIR / MAINTENANCE,4/9/2024
921,E,ANGELENO AVE,BS2403122,PLUMBING,4/9/2024
3219,,CHANDLER BLVD,BS2403099,SINGLE-FAMILY ADDITION / ALTERATION,4/9/2024
1510,N,CATALINA ST,BS2402215,ELECTRICAL,4/9/2024
2943,,MYSTIC VIEW PL,BS2403086,ELECTRICAL SERVICE,4/9/2024
201,E,MAGNOLIA BLVD,BS2401478,COMMERCIAL TENANT IMPROVEMENT,4/9/2024
500,S,BUENA VISTA ST,BS2403081,PLUMBING,4/9/2024
3000,W,VICTORY BLVD,BS2306861,ACCESSORY DWELLING UNIT,4/8/2024
3000,W,VICTORY BLVD,BS2306867,DEMOLITION,4/8/2024
1849,N,VICTORY PL,BS2403069,PLUMBING,4/8/2024
814,E,ELMWOOD AVE,BS2403064,ELECTRICAL SERVICE,4/8/2024
830,E,ELMWOOD AVE,BS2403049,ELECTRICAL,4/8/2024
2405,,CHANDLER BLVD,BS2403047,SINGLE-FAMILY REPAIR / MAINTENANCE,4/8/2024
1617,W,MAGNOLIA BLVD,BS2403043,ELECTRICAL SERVICE,4/8/2024
51,E,SANTA ANITA AVE,BS2403040,ELECTRICAL,4/8/2024
439,S,REESE PL,BS2400634,DEMOLITION,4/8/2024
1210,N,CALIFORNIA ST,BS2401565,ELECTRICAL,4/8/2024
344,N,BRIGHTON ST,BS2403068,ELECTRICAL,4/8/2024
344,N,BRIGHTON ST,BS2403066,ELECTRICAL SERVICE,4/8/2024
201,N,LIMA ST,BS2403065,PLUMBING,4/8/2024
619,E,ELMWOOD AVE,BS2403061,MULTI-FAMILY REPAIR AND MAINTENANCE,4/8/2024
725,N,AVON ST,BS2403056,SINGLE-FAMILY REPAIR / MAINTENANCE,4/8/2024
1307,,CHANDLER BLVD,BS2309486,SINGLE-FAMILY ADDITION / ALTERATION,4/8/2024
611,,CORNELL DR,BS2403038,ELECTRICAL SERVICE,4/8/2024
2520,N,KEYSTONE ST,BS2403035,ELECTRICAL,4/8/2024
344,N,CORDOVA ST,BS2311580,ACCESSORY DWELLING UNIT,4/5/2024
1742,N,HOLLYWOOD WAY,BS2208037,ACCESSORY DWELLING UNIT,4/5/2024
2101,N,KENWOOD ST,BS2310194,ACCESSORY DWELLING UNIT,4/5/2024
825,N,LIMA ST,BS2401518,SOLAR,4/5/2024
931,,ANDOVER DR,BS2403001,ELECTRICAL SERVICE,4/5/2024
2520,N,MYERS ST,BS2402896,SINGLE-FAMILY ADDITION / ALTERATION,4/5/2024
2101,N,MAPLE ST,BS2402760,SINGLE-FAMILY REPAIR / MAINTENANCE,4/5/2024
812,,UNIVERSITY AVE,BS2403017,ELECTRICAL,4/5/2024
812,,UNIVERSITY AVE,BS2403015,ELECTRICAL SERVICE,4/5/2024
801,N,ROSE ST,BS2402177,ELECTRICAL,4/5/2024
741,N,LINCOLN ST,BS2403008,SINGLE-FAMILY ADDITION / ALTERATION,4/5/2024
1604,N,ONTARIO ST,BS2401989,ELECTRICAL,4/5/2024
342,N,CORDOVA ST,BS2311581,DEMOLITION,4/5/2024
139,N,BEACHWOOD DR,BS2402994,MULTI-FAMILY REPAIR AND MAINTENANCE,4/5/2024
1301,N,FREDERIC ST,BS2403016,ELECTRICAL SERVICE,4/5/2024
1425,N,BUENA VISTA ST,BS2403014,ELECTRICAL SERVICE,4/5/2024
662,,ROSEMARY LANE,BS2403006,SINGLE-FAMILY ADDITION / ALTERATION,4/5/2024
1437,,BROADWAY,BS2403005,ELECTRICAL SERVICE,4/5/2024
221,N,SAN FERNANDO BLVD,BS2310339,SIGN,4/5/2024
815,E,TUJUNGA AVE,BS2403002,ELECTRICAL SERVICE,4/5/2024
525,S,NIAGARA ST,BS2402995,PLUMBING,4/5/2024
828,,FAIRMOUNT RD,BS2304042,SINGLE-FAMILY ADDITION / ALTERATION,4/5/2024
3216,W,VICTORY BLVD,BS2312458,ELECTRICAL,4/4/2024
803,S,SUNSET CANYON DR,BS2108703,SINGLE-FAMILY ADDITION / ALTERATION,4/4/2024
700,,WALNUT AVE,BS2402966,ELECTRICAL SERVICE,4/4/2024
1631,,THURBER PL,BS2307234,ACCESSORY DWELLING UNIT,4/4/2024
4524,,CLYBOURN AVE,BS2402947,MULTI-FAMILY REPAIR AND MAINTENANCE,4/4/2024
716,,WALNUT AVE,BS2008735,NEW SINGLE-FAMILY DWELLING,4/4/2024
4108,W,VERDUGO AVE,BS2401069,ELECTRICAL,4/4/2024
637,N,FLORENCE ST,BS2402953,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
625,,MAIN ST,BS2402951,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
1787,N,VICTORY PL,BS2402956,SIGN,4/4/2024
623,N,PARISH PL,BS2402984,SINGLE-FAMILY ADDITION / ALTERATION,4/4/2024
544,N,MYERS ST,BS2402983,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
2316,W,VICTORY BLVD,BS2402964,SIGN,4/4/2024
1044,N,KENWOOD ST,BS2402958,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
1231,N,AVON ST,BS2402959,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
1229,,ALTA PASEO,BS2402954,SINGLE-FAMILY REPAIR / MAINTENANCE,4/4/2024
715,S,LAKE ST,BS2306164,ACCESSORY DWELLING UNIT,4/3/2024
1625,,THURBER PL,BS2302568,NEW SINGLE-FAMILY DWELLING,4/3/2024
4240,,NATIONAL AVE,BS2402918,PLUMBING,4/3/2024
232,N,BEACHWOOD DR,BS2402917,PLUMBING,4/3/2024
640,N,HOLLYWOOD WAY,BS2402919,PLUMBING,4/3/2024
316,S,REESE PL,BS2401925,SOLAR,4/3/2024
314,S,REESE PL,BS2401926,SOLAR,4/3/2024
828,N,MAPLE ST,BS2402903,PLUMBING,4/3/2024
222,N,LIMA ST,BS2402681,PLUMBING,4/3/2024
626,E,PALM AVE,BS2402923,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2024
204,S,VIRGINIA AVE,BS2402929,ELECTRICAL SERVICE,4/3/2024
445,N,FLORENCE ST,BS2023480,SINGLE-FAMILY ADDITION / ALTERATION,4/3/2024
1420,,MORNINGSIDE DR,BS2311593,SINGLE-FAMILY ADDITION / ALTERATION,4/3/2024
4101,,WARNER BLVD,BS2402926,ELECTRICAL SERVICE,4/3/2024
623,N,PARISH PL,BS2402932,MECHANICAL,4/3/2024
2322,N,FAIRVIEW ST,BS2402921,ELECTRICAL SERVICE,4/3/2024
1023,N,ORCHARD DR,BS2402925,SINGLE-FAMILY REPAIR / MAINTENANCE,4/3/2024
4301,,WOODLAND AVE,BS2307387,SINGLE-FAMILY ADDITION / ALTERATION,4/3/2024
1210,N,CALIFORNIA ST,BS2402905,SINGLE-FAMILY REPAIR / MAINTENANCE,4/3/2024
316,E,VALENCIA AVE,BS2402904,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2024
1625,,THURBER PL,BS2302567,DEMOLITION,4/3/2024
1115,N,MAPLE ST,BS2402837,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2024
427,N,MYERS ST,BS2402866,SINGLE-FAMILY ADDITION / ALTERATION,4/2/2024
1813,,PARKSIDE AVE,BS2401661,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2024
1216,N,REESE PL,BS2402857,ELECTRICAL SERVICE,4/2/2024
3000,W,ALAMEDA AVE,BS2304772,ELECTRICAL,4/2/2024
2011,W,BURBANK BLVD,BS2402826,ELECTRICAL,4/2/2024
1220,N,BEACHWOOD DR,BS2402871,ELECTRICAL SERVICE,4/2/2024
530,N,BEACHWOOD DR,BS2402867,ELECTRICAL,4/2/2024
623,N,PARISH PL,BS2402865,ELECTRICAL,4/2/2024
3045,N,FREDERIC ST,BS2210579,POOL/SPA,4/2/2024
3045,N,FREDERIC ST,BS2210580,SINGLE-FAMILY ACCESSORY BUILDING,4/2/2024
1239,N,PARISH PL,BS2402864,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2024
4203,,WOODLAND AVE,BS2402862,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2024
623,N,PARISH PL,BS2402858,PLUMBING,4/2/2024
1050,E,SANTA ANITA AVE,BS2311728,DEMOLITION,4/2/2024
300,S,KEYSTONE ST,BS2204254,SINGLE-FAMILY ADDITION / ALTERATION,4/2/2024
2018,,KAREN ST,BS2402844,ELECTRICAL SERVICE,4/2/2024
1425,N,LINCOLN ST,BS2402840,SINGLE-FAMILY ADDITION / ALTERATION,4/2/2024
1741,N,VICTORY PL,BS2211271,COMMERCIAL ADDITION AND ALTERATION,4/2/2024
1115,E,ELMWOOD AVE,BS2402827,ELECTRICAL SERVICE,4/2/2024
1328,,WHITNALL HWY,BS2402762,ELECTRICAL,3/29/2024
1226,,CHAVEZ ST,BS2402777,SINGLE-FAMILY REPAIR / MAINTENANCE,3/29/2024
357,W,ELM AVE,BS2307990,ACCESSORY DWELLING UNIT,3/29/2024
825,S,SIXTH ST,BS2402761,ELECTRICAL,3/29/2024
2305,N,ORCHARD DR,BS2402758,SINGLE-FAMILY REPAIR / MAINTENANCE,3/29/2024
1342,N,BRIGHTON ST,BS2402757,SINGLE-FAMILY REPAIR / MAINTENANCE,3/29/2024
530,N,BEACHWOOD DR,BS2402753,SINGLE-FAMILY ADDITION / ALTERATION,3/29/2024
231,N,NIAGARA ST,BS2203424,NEW SINGLE-FAMILY DWELLING,3/29/2024
1051,W,BURBANK BLVD,BS2312335,PLUMBING,3/29/2024
1051,W,BURBANK BLVD,BS2312334,ELECTRICAL,3/29/2024
1051,W,BURBANK BLVD,BS2312332,MECHANICAL,3/29/2024
1051,W,BURBANK BLVD,BS2312154,COMMERCIAL ADDITION AND ALTERATION,3/29/2024
317,N,CORDOVA ST,BS2307425,ACCESSORY DWELLING UNIT,3/28/2024
2426,N,MYERS ST,BS2309478,NEW SINGLE-FAMILY DWELLING,3/28/2024
2301,N,SPARKS ST,BS2402742,ELECTRICAL SERVICE,3/28/2024
1314,N,PARISH PL,BS2214050,ACCESSORY DWELLING UNIT,3/28/2024
1314,N,PARISH PL,BS2402240,GRADING & SHORING,3/28/2024
1059,,HARVARD RD,BS2402739,PLUMBING,3/28/2024
918,N,VALLEY ST,BS2402729,PLUMBING,3/28/2024
2330,,HAROLD CIR,BS2402727,SINGLE-FAMILY REPAIR / MAINTENANCE,3/28/2024
1704,,EVERGREEN ST,BS2402730,MECHANICAL,3/28/2024
1833,N,BRIGHTON ST,BS2402726,MECHANICAL,3/28/2024
2109,,EVERGREEN ST,BS2309757,POOL/SPA,3/28/2024
1913,,PARKSIDE AVE,BS2402723,SINGLE-FAMILY ADDITION / ALTERATION,3/28/2024
750,N,REESE PL,BS2402728,SINGLE-FAMILY REPAIR / MAINTENANCE,3/28/2024
777,N,FRONT ST,BS2308593,NEW COMMERCIAL STRUCTURE,3/28/2024
1038,E,ANGELENO AVE,BS2400308,DEMOLITION,3/28/2024
1038,E,ANGELENO AVE,BS2400310,POOL/SPA,3/28/2024
139,N,LAMER ST,BS2402695,ACCESSORY DWELLING UNIT,3/27/2024
844,N,LAMER ST,BS2307014,SINGLE-FAMILY ADDITION / ALTERATION,3/27/2024
3405,,CASTLEMAN LANE,BS2402685,SINGLE-FAMILY ADDITION / ALTERATION,3/27/2024
2235,N,FREDERIC ST,BS2402676,ELECTRICAL SERVICE,3/27/2024
1441,N,FREDERIC ST,BS2402689,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2024
4116,,WOODLAND AVE,BS2402690,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2024
1509,,CHANDLER BLVD,BS2402680,DEMOLITION,3/27/2024
10950,,SHERMAN WAY,BS2308198,COMMERCIAL ADDITION AND ALTERATION,3/27/2024
10950,,SHERMAN WAY,BS2308541,MECHANICAL,3/27/2024
10950,,SHERMAN WAY,BS2308199,ELECTRICAL,3/27/2024
10950,,SHERMAN WAY,BS2308202,PLUMBING,3/27/2024
3030,N,LAMER ST,BS2401970,ELECTRICAL SERVICE,3/27/2024
1035,N,FAIRVIEW ST,BS2402679,SINGLE-FAMILY ADDITION / ALTERATION,3/27/2024
815,E,ELMWOOD AVE,BS2402672,ELECTRICAL SERVICE,3/27/2024
1015,E,VERDUGO AVE,BS2402659,ELECTRICAL SERVICE,3/26/2024
2627,N,HOLLYWOOD WAY,BS2311966,PLUMBING,3/26/2024
2627,N,HOLLYWOOD WAY,BS2311965,MECHANICAL,3/26/2024
2627,N,HOLLYWOOD WAY,BS2311964,ELECTRICAL,3/26/2024
2627,N,HOLLYWOOD WAY,BS2311962,COMMERCIAL TENANT IMPROVEMENT,3/26/2024
2446,N,BRIGHTON ST,BS2402655,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2024
1925,N,VALLEY ST,BS2402654,PLUMBING,3/26/2024
1214,N,GRIFFITH PARK DR,BS2402641,SINGLE-FAMILY REPAIR / MAINTENANCE,3/26/2024
814,E,ELMWOOD AVE,BS2304051,SINGLE-FAMILY ADDITION / ALTERATION,3/26/2024
814,E,ELMWOOD AVE,BS2304050,NEW SINGLE-FAMILY DWELLING,3/26/2024
816,E,ELMWOOD AVE,BS2304049,SINGLE-FAMILY ADDITION / ALTERATION,3/26/2024
816,E,ELMWOOD AVE,BS2304048,ACCESSORY DWELLING UNIT,3/26/2024
535,E,CEDAR AVE,BS2402631,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2024
2701,,JOAQUIN DR,BS2401401,PLUMBING,3/26/2024
2109,N,LAMER ST,BS2402635,SINGLE-FAMILY ADDITION / ALTERATION,3/26/2024
1439,N,HOLLYWOOD WAY,BS2402632,ELECTRICAL SERVICE,3/26/2024
526,N,FAIRVIEW ST,BS2402647,ELECTRICAL,3/26/2024
933,E,ANGELENO AVE,BS2402656,PLUMBING,3/26/2024
910,S,MARIPOSA ST,BS2310099,COMMERCIAL REPAIR AND MAINTENANCE,3/25/2024
3320,N,SAN FERNANDO BLVD,BS2402602,ELECTRICAL,3/25/2024
2777,N,ONTARIO ST,BS2402594,ELECTRICAL,3/25/2024
416,N,FAIRVIEW ST,BS2402599,POOL/SPA,3/25/2024
1916,,EVERGREEN ST,BS2402589,ELECTRICAL SERVICE,3/25/2024
2424,N,BRIGHTON ST,BS2401353,ELECTRICAL,3/25/2024
2424,N,BRIGHTON ST,BS2401354,ELECTRICAL,3/25/2024
3019,,WYOMING AVE,BS2311239,ACCESSORY DWELLING UNIT,3/25/2024
1800,N,KENWOOD ST,BS2210435,ACCESSORY DWELLING UNIT,3/25/2024
921,N,CATALINA ST,BS2402590,ELECTRICAL SERVICE,3/25/2024
1027,E,CYPRESS AVE,BS2402598,SINGLE-FAMILY ADDITION / ALTERATION,3/25/2024
414,,FAIRMOUNT RD,BS2400912,ELECTRICAL,3/25/2024
1083,,HARVARD RD,BS2209825,DEMOLITION,3/25/2024
1081,,HARVARD RD,BS2209827,ACCESSORY DWELLING UNIT,3/25/2024
914,,FAIRMOUNT RD,BS2402469,ELECTRICAL SERVICE,3/25/2024
529,N,GRIFFITH PARK DR,BS2309191,SINGLE-FAMILY ADDITION / ALTERATION,3/22/2024
510,,IRVING DR,BS2402528,SINGLE-FAMILY REPAIR / MAINTENANCE,3/22/2024
517,E,CYPRESS AVE,BS2402539,MULTI-FAMILY REPAIR AND MAINTENANCE,3/22/2024
2109,,EVERGREEN ST,BS2401923,SINGLE-FAMILY REPAIR / MAINTENANCE,3/22/2024
2109,,EVERGREEN ST,BS2306362,SINGLE-FAMILY ADDITION / ALTERATION,3/22/2024
946,N,LINCOLN ST,BS2402530,ELECTRICAL SERVICE,3/22/2024
2766,N,FREDERIC ST,BS2402522,PLUMBING,3/22/2024
1533,N,ONTARIO ST,BS2402523,SINGLE-FAMILY REPAIR / MAINTENANCE,3/22/2024
380,W,CEDAR AVE,BS2402548,ELECTRICAL SERVICE,3/22/2024
1238,N,PARISH PL,BS2402553,SINGLE-FAMILY REPAIR / MAINTENANCE,3/22/2024
2104,N,VALLEY ST,BS2402549,SINGLE-FAMILY ADDITION / ALTERATION,3/22/2024
3700,,OAK ST,BS2402547,ELECTRICAL,3/22/2024
340,W,CEDAR AVE,BS2402531,ELECTRICAL,3/22/2024
1611,,RIVERSIDE DR,BS2402527,ELECTRICAL,3/22/2024
310,E,CEDAR AVE,BS2402485,SINGLE-FAMILY ADDITION / ALTERATION,3/22/2024
1619,,PEYTON AVE,BS2402481,ELECTRICAL SERVICE,3/21/2024
1018,E,ANGELENO AVE,BS2402471,ELECTRICAL SERVICE,3/21/2024
1801,N,FREDERIC ST,BS2402467,SINGLE-FAMILY ADDITION / ALTERATION,3/21/2024
3133,,JOLLEY DR,BS2401982,ELECTRICAL SERVICE,3/21/2024
3019,N,KEYSTONE ST,BS2402465,SINGLE-FAMILY REPAIR / MAINTENANCE,3/21/2024
1805,,PEPPER ST,BS2401686,MECHANICAL,3/21/2024
1108,N,NAOMI ST,BS2402417,SINGLE-FAMILY ADDITION / ALTERATION,3/20/2024
777,N,FRONT ST,BS2401170,NEW COMMERCIAL STRUCTURE,3/20/2024
1512,N,KEYSTONE ST,BS2402452,ELECTRICAL SERVICE,3/20/2024
648,S,ORCHARD DR,BS2312254,SINGLE-FAMILY ADDITION / ALTERATION,3/20/2024
619,N,BRIGHTON ST,BS2302538,ACCESSORY DWELLING UNIT,3/20/2024
619,N,BRIGHTON ST,BS2309247,DEMOLITION,3/20/2024
311,S,MARIPOSA ST,BS2402448,ELECTRICAL,3/20/2024
4303,,WOODLAND AVE,BS2402424,ELECTRICAL SERVICE,3/20/2024
1311,S,FLOWER ST,BS2204775,MECHANICAL,3/20/2024
1714,N,CALIFORNIA ST,BS2402451,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2024
220,S,BRIGHTON ST,BS2402429,SINGLE-FAMILY ADDITION / ALTERATION,3/20/2024
2018,,KAREN ST,BS2402423,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2024
1201,N,ONTARIO ST,BS2402421,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2024
1105,N,BUENA VISTA ST,BS2402418,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2024
4143,,WARNER BLVD,BS2308116,ACCESSORY DWELLING UNIT,3/19/2024
1014,N,NAOMI ST,BS2402386,ELECTRICAL SERVICE,3/19/2024
406,,BETHANY RD,BS2213684,ACCESSORY DWELLING UNIT,3/19/2024
414,S,LAMER ST,BS2401667,ELECTRICAL,3/19/2024
521,E,VALENCIA AVE,BS2401638,MULTI-FAMILY REPAIR AND MAINTENANCE,3/19/2024
442,N,CALIFORNIA ST,BS2306796,SINGLE-FAMILY ADDITION / ALTERATION,3/19/2024
1131,N,ROSE ST,BS2402367,ELECTRICAL,3/19/2024
1226,,WHITNALL HWY,BS2402392,ELECTRICAL SERVICE,3/19/2024
1410,,LELAND WAY,BS2402389,SINGLE-FAMILY REPAIR / MAINTENANCE,3/19/2024
1052,E,SANTA ANITA AVE,BS2306363,ACCESSORY DWELLING UNIT,3/19/2024
404,S,BEACHWOOD DR,BS2402381,SINGLE-FAMILY REPAIR / MAINTENANCE,3/19/2024
4143,,WARNER BLVD,BS2402369,ELECTRICAL SERVICE,3/19/2024
725,,EVERGREEN ST,BS2402325,MECHANICAL,3/18/2024
442,N,CALIFORNIA ST,BS2402311,ELECTRICAL SERVICE,3/18/2024
617,E,ANGELENO AVE,BS2402306,MULTI-FAMILY ADDITION AND ALTERATION,3/18/2024
